from,to,cost
193,12,3909.3
193,174,7533.8
193,23,8411.2
193,124,8147.5
193,165,8162.0
193,170,7298.8
193,134,8601.4
193,133,8519.8
193,56,8358.0
193,49,5673.6
193,139,8087.4
193,5,6001.5
193,4,1537.4
193,3,3304.9
193,191,712.6
193,192,2210.1
193,193,0.0
193,195,2743.5
193,187,5743.0
193,188,3172.9
193,161,3678.2
193,160,5238.2
193,163,7082.6
193,162,4309.1
193,157,4818.2
193,159,6583.3
193,155,6640.9
193,154,5386.3
193,127,8068.2
193,128,5817.5
193,97,6860.2
193,96,9337.8
193,94,8690.5
193,38,7067.2
193,78,10136.9
193,101,7890.1
193,129,6471.0
193,147,7290.7
193,48,8033.2
193,109,9177.8
193,144,3101.4
193,80,2298.6
193,136,5114.3
193,184,5088.1
193,183,7620.4
193,135,5879.1
193,123,6492.7
193,1,6920.7
193,2,9408.3
193,177,7636.3
193,28,8847.2
193,7,9427.1
193,64,9061.0
193,65,8843.1
193,198,6094.7
193,206,7792.6
193,19,9189.1
193,39,10002.6
193,16,5294.4
193,196,6005.7
193,138,4728.9
193,166,6061.7
193,30,6989.1
193,91,5440.0
193,93,4144.9
193,6,5193.4
195,33,5191.9
195,15,4317.4
195,17,4162.4
195,12,1779.4
195,174,9977.2
195,170,9084.1
195,56,9087.9
195,49,7458.9
195,139,7954.8
195,5,8444.9
195,4,3980.8
195,3,5748.3
195,191,3156.0
195,192,4653.5
195,193,2443.3
195,195,0.0
195,187,2999.4
195,188,429.3
195,161,934.6
195,160,2494.6
195,163,4339.0
195,162,1565.5
195,157,2074.6
195,159,3839.7
195,155,3897.3
195,154,2642.7
195,127,5324.6
195,128,3073.9
195,97,4116.6
195,96,6594.2
195,94,5946.9
195,103,10336.1
195,38,9031.1
195,101,10135.2
195,129,6852.8
195,147,7672.5
195,109,9045.2
195,119,8555.3
195,68,9908.6
195,144,5544.8
195,57,7576.8
195,80,444.9
195,74,8189.8
195,136,7557.7
195,184,6873.4
195,183,9183.6
195,135,7664.4
195,123,8055.9
195,1,8483.9
195,177,9199.5
195,28,10410.4
195,175,9052.5
195,198,3351.1
195,206,5049.0
195,32,10388.9
195,19,6445.5
195,20,9131.6
195,22,8321.8
195,39,7259.0
195,16,7737.8
195,196,8449.1
195,138,7172.3
195,166,8505.1
195,30,9432.5
195,91,7883.4
195,93,6588.3
195,6,7636.8
187,33,4441.1
187,15,3566.6
187,17,3475.7
187,12,1028.6
187,174,9226.4
187,23,10103.8
187,124,9840.1
187,165,9854.6
187,170,8715.5
187,133,10212.4
187,56,9229.6
187,49,7090.3
187,139,8157.8
187,5,7694.1
187,4,3230.0
187,3,4997.5
187,191,2405.2
187,192,3902.7
187,193,1692.5
187,195,3120.1
187,187,0.0
187,188,1509.6
187,161,2014.9
187,160,3574.9
187,163,5419.3
187,162,2645.8
187,157,3154.9
187,159,4920.0
187,155,4977.6
187,154,3723.0
187,127,6404.9
187,128,4154.2
187,97,5196.9
187,96,7674.5
187,94,7027.2
187,38,8662.5
187,101,9582.7
187,129,6996.2
187,147,7815.9
187,48,9725.8
187,109,9248.2
187,119,9635.6
187,144,4794.0
187,57,8657.1
187,80,2675.2
187,74,9270.1
187,136,6806.9
187,184,6504.8
187,183,8815.0
187,135,7295.8
187,123,7687.3
187,1,8115.3
187,2,10602.9
187,177,8830.9
187,28,10041.8
187,198,4431.4
187,206,6129.3
187,19,7525.8
187,20,10211.9
187,22,9402.1
187,39,8339.3
187,16,6987.0
187,196,7698.3
187,138,6421.5
187,166,7754.3
187,30,8681.7
187,91,7132.6
187,93,5837.5
187,6,6886.0
188,33,7011.2
188,15,6136.6
188,17,6045.8
188,12,3598.6
188,56,9953.6
188,49,8802.9
188,139,8558.5
188,5,10264.1
188,4,5800.1
188,3,7567.6
188,191,4975.3
188,192,6472.7
188,193,4262.6
188,195,5690.1
188,187,2570.0
188,188,0.0
188,161,505.2
188,160,2065.2
188,163,3909.6
188,162,1136.1
188,157,1645.3
188,159,3410.3
188,155,3468.0
188,154,2213.3
188,127,4895.3
188,128,2644.5
188,97,3687.2
188,96,6164.8
188,94,5517.5
188,98,10132.9
188,103,9906.7
188,129,7718.6
188,147,8538.2
188,109,9649.0
188,119,8125.9
188,68,9479.2
188,144,7364.1
188,57,7147.4
188,80,5245.3
188,74,7760.4
188,136,9376.9
188,184,8217.3
188,183,10116.1
188,135,9008.4
188,123,8988.5
188,1,9416.4
188,177,10132.0
188,175,8623.2
188,198,2921.8
188,206,4619.6
188,32,9959.6
188,19,6016.2
188,20,8702.2
188,22,7892.5
188,39,6829.6
188,16,9557.1
188,138,8991.5
188,91,9702.7
188,93,8407.6
188,6,9456.0
161,33,6505.9
161,15,5631.4
161,17,5540.5
161,12,3093.3
161,170,9922.8
161,56,9448.4
161,49,8297.6
161,139,8053.3
161,5,9758.9
161,4,5294.8
161,3,7062.3
161,191,4470.0
161,192,5967.4
161,193,3757.3
161,195,5184.9
161,187,2064.7
161,188,3506.1
161,161,0.0
161,160,1559.9
161,163,3404.3
161,162,630.9
161,157,1140.0
161,159,2905.0
161,155,2962.7
161,154,1708.1
161,127,4390.0
161,128,2139.2
161,97,3182.0
161,96,5659.5
161,94,5012.2
161,98,9627.7
161,103,9401.5
161,71,9815.3
161,38,10534.9
161,129,7213.3
161,147,8032.9
161,109,9143.7
161,119,7620.7
161,68,8973.9
161,144,6858.8
161,57,6642.1
161,80,4740.0
161,74,7255.1
161,136,8871.6
161,184,7712.0
161,183,9610.8
161,135,8503.1
161,123,8483.2
161,1,8911.2
161,177,9626.7
161,175,8117.9
161,198,2416.5
161,206,4114.3
161,32,9454.3
161,19,5510.9
161,20,8197.0
161,22,7387.2
161,39,6324.4
161,16,9051.8
161,196,9763.1
161,138,8486.2
161,166,9819.0
161,91,9197.4
161,93,7902.3
161,6,8950.7
160,33,4945.9
160,15,4071.3
160,17,3980.5
160,12,1533.3
160,174,9731.2
160,170,9220.3
160,56,9734.3
160,49,7595.1
160,139,8662.5
160,5,8198.8
160,4,3734.8
160,3,5502.3
160,191,2910.0
160,192,4407.4
160,193,2197.3
160,195,3624.9
160,187,504.7
160,188,2014.4
160,161,2519.6
160,160,0.0
160,163,5924.0
160,162,3150.6
160,157,3659.7
160,159,5424.7
160,155,5482.4
160,154,4227.7
160,127,6909.7
160,128,4658.9
160,97,5701.6
160,96,8179.2
160,94,7531.9
160,38,9167.2
160,101,10087.4
160,129,7501.0
160,147,8320.6
160,109,9753.0
160,119,10140.3
160,144,5298.8
160,57,9161.8
160,80,3180.0
160,74,9774.8
160,136,7311.6
160,184,7009.5
160,183,9319.7
160,135,7800.6
160,123,8192.1
160,1,8620.0
160,177,9335.6
160,28,10546.5
160,198,4936.2
160,206,6634.0
160,19,8030.6
160,20,10716.7
160,22,9906.9
160,39,8844.0
160,16,7491.8
160,196,8203.1
160,138,6926.2
160,166,8259.0
160,30,9186.4
160,91,7637.4
160,93,6342.3
160,6,7390.7
163,33,5581.5
163,15,4706.9
163,17,4616.1
163,12,2168.9
163,170,9772.2
163,56,9775.9
163,49,8147.0
163,139,8623.5
163,5,8834.4
163,4,4370.4
163,3,6137.9
163,191,3545.6
163,192,5043.0
163,193,2832.9
163,195,4260.5
163,187,1140.3
163,188,2581.7
163,161,3086.9
163,160,635.5
163,163,0.0
163,162,1917.9
163,157,2427.1
163,159,4087.7
163,155,4138.8
163,154,2884.1
163,127,5566.1
163,128,3315.3
163,97,4358.0
163,96,6835.6
163,94,6188.3
163,38,9719.1
163,129,7540.9
163,147,8360.5
163,109,9714.0
163,119,8796.7
163,68,10150.0
163,144,5934.4
163,57,7818.2
163,80,3815.6
163,74,8431.2
163,136,7947.2
163,184,7561.4
163,183,9871.6
163,135,8352.5
163,123,8744.0
163,1,9171.9
163,177,9887.5
163,175,9294.0
163,198,3592.6
163,206,5290.4
163,32,10630.4
163,19,6687.0
163,20,9373.1
163,22,8563.3
163,39,7500.4
163,16,8127.4
163,196,8838.7
163,138,7561.8
163,166,8894.6
163,30,9822.0
163,91,8273.0
163,93,6977.9
163,6,8026.3
162,33,8355.0
162,15,7480.4
162,17,7389.6
162,12,4942.4
162,56,9741.2
162,49,9780.3
162,139,8255.9
162,4,7143.9
162,3,8911.4
162,191,6319.1
162,192,7816.5
162,193,5606.3
162,195,7033.9
162,187,3913.8
162,188,5355.1
162,161,5860.4
162,160,3409.0
162,163,2773.4
162,162,0.0
162,157,509.1
162,159,2274.1
162,155,2331.7
162,154,1077.1
162,127,3759.0
162,128,1508.3
162,97,2551.0
162,96,5028.6
162,94,4381.3
162,98,8996.7
162,103,8770.5
162,102,10580.7
162,71,9184.4
162,205,9715.7
162,129,8176.0
162,147,8995.6
162,109,9346.3
162,119,6989.7
162,68,8343.0
162,144,8707.8
162,190,9885.9
162,57,6011.2
162,80,6589.1
162,74,6624.2
162,184,9194.8
162,135,9985.8
162,123,9551.6
162,1,9979.5
162,177,10695.1
162,175,7487.0
162,198,1785.5
162,206,3483.4
162,32,8823.4
162,19,4879.9
162,20,7566.0
162,22,6756.2
162,39,5693.4
162,138,10335.3
162,93,9751.4
157,33,7845.8
157,15,6971.3
157,17,6880.4
157,12,4433.2
157,56,9232.1
157,49,9271.2
157,139,7746.8
157,4,6634.7
157,3,8402.2
157,191,5809.9
157,192,7307.3
157,193,5097.2
157,195,6524.8
157,187,3404.7
157,188,4846.0
157,161,5351.3
157,160,2899.9
157,163,2264.2
157,162,4092.9
157,157,0.0
157,159,1764.9
157,155,1822.6
157,154,568.0
157,127,3249.9
157,128,999.2
157,97,2041.9
157,96,4519.4
157,94,3872.1
157,98,8487.6
157,103,8261.4
157,102,10071.5
157,71,8675.2
157,72,9824.3
157,118,10205.9
157,117,10336.8
157,115,9966.6
157,205,9206.5
157,129,7666.8
157,147,8486.5
157,36,10961.0
157,109,8837.2
157,51,10525.9
157,119,6480.6
157,68,7833.8
157,144,8198.7
157,190,9376.7
157,57,5502.0
157,80,6079.9
157,74,6115.0
157,136,10211.5
157,184,8685.6
157,183,10170.1
157,135,9476.7
157,123,9042.4
157,1,9470.4
157,177,10185.9
157,175,6977.8
157,198,1276.4
157,206,2974.3
157,32,8314.2
157,19,4370.8
157,20,7056.9
157,22,6247.1
157,39,5184.3
157,138,9826.1
157,91,10537.3
157,93,9242.2
157,6,10290.7
157,0,10307.7
157,67,10219.8
159,33,6084.1
159,15,5209.6
159,17,5118.7
159,12,2671.5
159,170,10274.8
159,56,10278.6
159,49,8649.6
159,139,9126.2
159,5,9337.1
159,4,4873.0
159,3,6640.5
159,191,4048.2
159,192,5545.6
159,193,3335.5
159,195,4763.1
159,187,1642.9
159,188,3084.3
159,161,3589.5
159,160,1138.1
159,163,502.5
159,162,2420.6
159,157,2929.7
159,159,0.0
159,155,4641.4
159,154,3386.8
159,127,6068.7
159,128,3817.9
159,97,4860.7
159,96,7338.2
159,94,6690.9
159,38,10221.7
159,129,8043.5
159,147,8863.1
159,109,10216.6
159,119,9299.4
159,144,6437.0
159,57,8320.8
159,80,4318.2
159,74,8933.8
159,136,8449.8
159,184,8064.0
159,183,10374.2
159,135,8855.1
159,123,9246.6
159,1,9674.6
159,177,10390.1
159,175,9796.6
159,198,4095.2
159,206,5793.0
159,32,11133.0
159,19,7189.6
159,20,9875.7
159,22,9065.9
159,39,8003.1
159,16,8630.0
159,196,9341.3
159,138,8064.4
159,166,9397.2
159,30,10324.6
159,91,8775.6
159,93,7480.5
159,6,8528.9
155,33,6654.7
155,15,5780.1
155,17,5689.3
155,12,3242.1
155,170,10299.7
155,56,9350.1
155,49,8674.5
155,139,7864.8
155,5,9907.6
155,4,5443.5
155,3,7211.1
155,191,4618.8
155,192,6116.2
155,193,3906.0
155,195,5333.6
155,187,2213.5
155,188,3654.8
155,161,4160.1
155,160,1708.7
155,163,1073.1
155,162,2901.7
155,157,3410.9
155,159,573.8
155,155,0.0
155,154,1376.8
155,127,4058.7
155,128,1808.0
155,97,2850.7
155,96,5328.3
155,94,4681.0
155,98,9296.4
155,103,9070.2
155,71,9484.1
155,205,10015.4
155,129,7434.5
155,147,8254.1
155,109,8955.2
155,119,7289.4
155,68,8642.7
155,144,7007.5
155,190,10185.6
155,57,6310.9
155,80,4888.8
155,74,6923.9
155,136,9020.4
155,184,8089.0
155,183,9832.0
155,135,8880.0
155,123,8704.4
155,1,9132.3
155,177,9847.9
155,175,7786.7
155,198,2085.2
155,206,3783.1
155,32,9123.0
155,19,5179.6
155,20,7865.7
155,22,7055.9
155,39,5993.1
155,16,9200.6
155,196,9911.9
155,138,8635.0
155,166,9967.8
155,91,9346.1
155,93,8051.1
155,6,9099.5
154,33,7277.8
154,15,6403.2
154,17,6312.3
154,12,3865.2
154,56,8664.0
154,49,8703.1
154,139,7178.7
154,4,6066.6
154,3,7834.1
154,191,5241.9
154,192,6739.3
154,193,4529.1
154,195,5956.7
154,187,2836.6
154,188,4277.9
154,161,4783.2
154,160,2331.8
154,163,1696.2
154,162,3524.8
154,157,4033.9
154,159,1196.9
154,155,1254.5
154,154,0.0
154,127,2681.8
154,128,431.1
154,97,1473.8
154,96,3951.4
154,94,3304.1
154,98,7919.5
154,103,7693.3
154,102,9503.5
154,71,8107.2
154,72,9256.3
154,118,9637.9
154,117,9768.8
154,115,9398.6
154,205,8638.5
154,129,7098.8
154,147,7918.4
154,36,10392.9
154,109,8269.1
154,51,9957.9
154,119,5912.5
154,68,7265.8
154,144,7630.6
154,190,8808.7
154,57,4934.0
154,80,5511.8
154,74,5547.0
154,136,9643.5
154,10,10238.9
154,184,8117.6
154,183,9602.0
154,135,8908.6
154,123,8474.3
154,1,8902.3
154,177,9617.9
154,175,6409.8
154,198,708.3
154,206,2406.2
154,32,7746.1
154,19,3802.7
154,20,6488.8
154,22,5679.0
154,39,4616.2
154,16,9823.6
154,138,9258.1
154,91,9969.2
154,93,8674.2
154,6,9722.6
154,0,9739.7
154,67,9651.8
127,33,7089.9
127,15,6215.3
127,17,6124.5
127,12,3677.3
127,56,9785.3
127,49,9109.7
127,139,8300.0
127,5,10342.8
127,4,5878.8
127,3,7646.3
127,191,5054.0
127,192,6551.4
127,193,4341.2
127,195,5768.8
127,187,2648.7
127,188,4090.1
127,161,4595.3
127,160,2143.9
127,163,1508.3
127,162,3336.9
127,157,3846.1
127,159,1009.0
127,155,435.1
127,154,1812.0
127,127,0.0
127,128,2243.2
127,97,3285.9
127,96,5763.5
127,94,5116.2
127,98,9731.6
127,103,9505.4
127,71,9919.3
127,129,7869.7
127,147,8689.3
127,109,9390.4
127,119,7724.6
127,68,9077.9
127,144,7442.7
127,57,6746.1
127,80,5324.0
127,74,7359.1
127,136,9455.6
127,184,8524.2
127,183,10267.2
127,135,9315.3
127,123,9139.6
127,1,9567.5
127,177,10283.1
127,175,8221.9
127,198,2520.4
127,206,4218.3
127,32,9558.3
127,19,5614.8
127,20,8300.9
127,22,7491.1
127,39,6428.3
127,16,9635.8
127,196,10347.1
127,138,9070.2
127,91,9781.3
127,93,8486.3
127,6,9534.7
128,33,8792.3
128,15,7917.7
128,17,7826.9
128,12,5379.7
128,56,9149.8
128,49,10256.6
128,139,7664.5
128,4,7581.1
128,3,9348.7
128,191,6756.4
128,192,8253.8
128,193,6043.6
128,195,7471.2
128,187,4351.1
128,188,5792.4
128,161,6297.7
128,160,3846.3
128,163,3210.7
128,162,5039.3
128,157,5548.4
128,159,2711.4
128,155,2137.5
128,154,3548.0
128,127,2250.6
128,128,0.0
128,97,1042.6
128,96,3520.2
128,94,2872.9
128,98,7488.3
128,103,7262.1
128,102,9072.3
128,71,7676.0
128,72,8825.1
128,118,9206.7
128,117,9337.6
128,115,8967.4
128,205,8207.3
128,140,10168.1
128,129,7594.4
128,147,8414.0
128,36,9961.7
128,145,10241.7
128,109,8754.9
128,51,10443.7
128,119,5481.3
128,68,6834.6
128,144,9145.1
128,190,8377.5
128,57,4502.8
128,80,7026.4
128,74,5115.8
128,10,9807.7
128,184,9671.1
128,183,10097.6
128,135,9779.8
128,123,8970.0
128,1,9397.9
128,177,10113.5
128,175,5978.6
128,198,277.2
128,206,1975.0
128,32,7314.9
128,19,3371.5
128,20,6057.6
128,22,5247.8
128,39,4185.0
128,138,10772.6
128,93,10188.7
128,0,9308.5
128,67,9220.6
128,142,10365.3
128,61,10543.0
128,199,10112.9
97,33,9497.3
97,15,8622.8
97,17,8531.9
97,12,6084.8
97,56,10236.1
97,139,8750.8
97,4,8286.2
97,3,10053.7
97,191,7461.4
97,192,8958.9
97,193,6748.7
97,195,8176.3
97,187,5056.2
97,188,6497.5
97,161,7002.8
97,160,4551.4
97,163,3915.8
97,162,5744.4
97,157,6253.5
97,159,3416.5
97,155,2842.6
97,154,4188.7
97,127,2415.5
97,128,4619.9
97,97,0.0
97,96,2477.6
97,94,1830.3
97,98,6445.7
97,103,6219.5
97,102,8029.7
97,71,6633.4
97,72,7782.4
97,118,8164.1
97,117,8295.0
97,116,10207.0
97,115,7924.7
97,205,7164.6
97,37,9970.7
97,140,9125.5
97,129,8680.6
97,147,9500.3
97,36,8919.1
97,145,9199.1
97,109,9841.2
97,156,9780.3
97,119,4438.7
97,68,5792.0
97,144,9850.2
97,190,7334.9
97,57,3460.2
97,80,7731.4
97,74,4073.2
97,10,8765.1
97,123,10056.2
97,1,10484.2
97,40,10651.9
97,175,4935.9
97,141,10126.7
97,198,4897.1
97,206,2139.9
97,32,6272.3
97,19,2328.9
97,20,5015.0
97,22,4205.2
97,39,3142.4
97,113,9409.6
97,0,8265.8
97,67,8177.9
97,142,9322.7
97,61,9500.4
97,54,10185.2
97,199,9070.2
96,33,8465.6
96,15,7591.1
96,17,7500.2
96,12,5053.1
96,56,9238.6
96,49,9930.0
96,139,7753.3
96,4,7254.5
96,3,9022.0
96,191,6429.7
96,192,7927.2
96,193,5717.0
96,195,7144.6
96,187,4024.5
96,188,5465.8
96,161,5971.1
96,160,3519.7
96,163,2884.1
96,162,4712.7
96,157,5221.8
96,159,2384.8
96,155,1810.9
96,154,3157.0
96,127,1383.8
96,128,3588.2
96,97,2219.5
96,96,0.0
96,94,2807.4
96,98,7422.8
96,103,7196.6
96,102,9006.8
96,71,7610.5
96,72,8759.5
96,118,9141.2
96,117,9272.1
96,115,8901.8
96,205,8141.7
96,140,10102.6
96,129,7683.1
96,147,8502.8
96,36,9896.2
96,145,10176.2
96,109,8843.7
96,51,10532.5
96,119,5415.8
96,68,6769.1
96,144,8818.5
96,190,8312.0
96,57,4437.3
96,80,6699.7
96,74,5050.3
96,10,9742.2
96,184,9344.5
96,183,10186.4
96,135,9868.6
96,123,9058.7
96,1,9486.7
96,177,10202.3
96,175,5913.0
96,198,3865.4
96,206,1108.2
96,32,7249.4
96,19,3306.0
96,20,5992.1
96,22,5182.3
96,39,4119.5
96,138,10446.0
96,93,9862.0
96,0,9242.9
96,67,9155.0
96,142,10299.8
96,199,10047.3
94,12,8819.5
94,191,10196.2
94,193,9483.5
94,187,7790.9
94,188,9232.3
94,161,9737.6
94,160,7286.2
94,163,6650.5
94,162,8479.2
94,157,8988.3
94,159,6151.2
94,155,5577.4
94,154,6923.5
94,127,5150.3
94,128,7354.6
94,97,5986.0
94,96,3766.3
94,94,0.0
94,98,4624.3
94,103,4398.1
94,102,6199.1
94,70,9354.7
94,71,4802.8
94,72,5951.9
94,69,9247.2
94,118,6333.5
94,117,6464.4
94,116,8376.5
94,115,6094.2
94,125,9915.8
94,205,5334.1
94,37,8140.2
94,140,7294.9
94,143,10121.9
94,194,10080.1
94,36,7088.6
94,145,7368.6
94,176,9315.0
94,156,7949.8
94,31,8972.3
94,119,2608.2
94,68,3970.5
94,190,5504.3
94,57,1629.6
94,74,2242.6
94,10,6934.5
94,40,8821.4
94,175,3105.4
94,164,10120.3
94,141,8296.2
94,47,9950.9
94,198,7631.9
94,206,4874.6
94,32,4450.9
94,19,498.4
94,20,3193.6
94,22,2383.8
94,39,1311.9
94,113,7579.1
94,0,6435.3
94,67,6347.4
94,142,7492.2
94,13,9185.0
94,111,9198.8
94,42,9657.1
94,61,7669.9
94,54,8354.6
94,199,7239.7
98,12,8320.5
98,191,9697.2
98,193,8984.5
98,195,10412.1
98,187,7291.9
98,188,8733.3
98,161,9238.5
98,160,6787.1
98,163,6151.5
98,162,7980.1
98,157,8489.3
98,159,5652.2
98,155,5078.4
98,154,6424.4
98,127,4651.3
98,128,6855.6
98,97,5486.9
98,96,3267.3
98,94,5401.9
98,98,0.0
98,103,6461.5
98,102,8323.7
98,71,7051.0
98,72,8200.1
98,118,8581.7
98,117,8683.8
98,115,8313.6
98,205,7582.3
98,140,9514.3
98,36,9336.8
98,145,9587.9
98,156,10197.9
98,119,5026.6
98,68,6033.9
98,190,7752.5
98,57,4048.1
98,80,9967.2
98,74,4661.1
98,10,9182.7
98,175,5353.6
98,198,7132.9
98,206,4375.6
98,32,2550.1
98,19,2916.9
98,20,1292.8
98,22,483.0
98,39,3730.3
98,113,9827.3
98,0,8654.7
98,67,8595.6
98,142,9711.6
98,61,9889.2
98,199,9459.1
103,12,9632.3
103,193,10296.2
103,187,8603.7
103,188,10045.0
103,161,10550.3
103,160,8098.9
103,163,7463.3
103,162,9291.9
103,157,9801.0
103,159,6964.0
103,155,6390.1
103,154,7736.2
103,127,5963.0
103,128,8167.4
103,97,6798.7
103,96,4579.1
103,94,6713.7
103,98,1311.7
103,103,0.0
103,102,5732.2
103,70,9119.3
103,71,4567.5
103,72,5716.6
103,69,9011.8
103,118,5991.2
103,117,6392.5
103,116,8304.6
103,115,6022.3
103,122,10157.5
103,125,9843.9
103,205,5098.8
103,37,8068.3
103,95,10550.1
103,140,7223.0
103,143,10049.9
103,194,10008.2
103,36,6746.2
103,145,7296.6
103,176,9079.6
103,156,7714.4
103,31,8736.9
103,119,6338.4
103,68,658.0
103,190,5269.0
103,57,5359.9
103,74,5972.9
103,10,6699.2
103,40,8586.0
103,175,2877.4
103,164,9884.9
103,141,8060.9
103,47,9715.6
103,198,8444.6
103,206,5687.4
103,32,3861.8
103,19,4228.6
103,20,2604.5
103,22,1794.7
103,39,5042.1
103,113,7343.7
103,0,6363.4
103,67,6005.1
103,142,7420.2
103,13,9113.0
103,111,9126.8
103,42,9585.1
103,61,7597.9
103,54,8282.7
103,199,7167.8
102,12,10163.0
102,187,9134.5
102,160,8629.7
102,163,7994.0
102,162,9822.7
102,157,10331.8
102,159,7494.7
102,155,6920.9
102,154,8267.0
102,127,6493.8
102,128,8698.2
102,97,7329.5
102,96,5109.8
102,94,7244.4
102,98,1842.5
102,103,530.6
102,102,0.0
102,70,6996.5
102,71,2444.6
102,72,3593.7
102,73,8572.6
102,52,9924.7
102,69,6889.0
102,75,8578.4
102,118,3868.3
102,117,6159.8
102,116,8411.2
102,115,6004.7
102,122,8034.7
102,83,9192.7
102,125,9950.5
102,205,2975.9
102,37,8174.9
102,140,7329.6
102,143,10156.6
102,194,10046.2
102,36,4623.4
102,145,7403.3
102,176,6956.8
102,156,5591.6
102,99,9368.9
102,31,6614.1
102,119,6869.2
102,68,1188.7
102,190,3146.1
102,57,5890.6
102,74,6503.6
102,10,4576.3
102,40,6463.2
102,175,2425.9
102,164,7762.1
102,141,5938.0
102,137,9100.6
102,47,7592.7
102,198,8975.4
102,206,6218.2
102,32,4392.6
102,19,4759.4
102,20,3135.3
102,22,2325.5
102,39,5572.9
102,63,9083.6
102,60,9117.2
102,113,5220.9
102,0,6470.0
102,67,3882.2
102,142,7526.9
102,13,9219.7
102,111,9233.5
102,42,9691.8
102,61,7365.3
102,54,8389.3
102,199,7274.4
70,160,9806.6
70,163,9171.0
70,159,8671.7
70,155,8097.8
70,154,9443.9
70,127,7670.8
70,128,9875.1
70,97,8506.4
70,96,6286.8
70,94,8421.4
70,98,3019.4
70,103,1707.5
70,102,1176.8
70,70,0.0
70,71,3621.6
70,72,4770.7
70,73,9749.6
70,69,8066.0
70,75,9755.4
70,118,5045.3
70,117,7336.8
70,116,9588.2
70,115,7181.7
70,122,9211.7
70,205,4152.9
70,37,9351.9
70,140,8506.6
70,36,5800.4
70,145,8580.2
70,176,8133.8
70,156,6768.5
70,99,10545.9
70,31,7791.0
70,119,8046.1
70,68,2365.7
70,190,4323.1
70,57,7067.6
70,74,7680.6
70,10,5753.3
70,40,7640.1
70,175,3602.9
70,164,8939.0
70,141,7115.0
70,47,8769.7
70,198,10152.3
70,206,7395.1
70,32,5569.6
70,19,5936.3
70,20,4312.2
70,22,3502.4
70,39,6749.8
70,63,10260.6
70,113,6397.9
70,0,7647.0
70,67,5059.2
70,142,8703.8
70,13,10396.7
70,61,8542.2
70,54,9566.3
70,199,8451.4
71,98,7571.2
71,103,6259.4
71,102,5728.6
71,70,4551.7
71,71,0.0
71,72,1149.0
71,73,6127.9
71,52,7760.8
71,69,4444.3
71,75,6133.7
71,118,5364.7
71,117,8654.0
71,115,8433.5
71,122,5590.0
71,83,6748.0
71,205,531.2
71,140,9968.5
71,36,6973.5
71,145,9999.9
71,149,9009.1
71,176,4512.1
71,156,3146.8
71,99,6924.2
71,31,4169.4
71,68,6917.5
71,158,9495.2
71,190,701.4
71,131,10049.7
71,10,2131.6
71,40,4018.4
71,175,8154.7
71,164,5317.4
71,141,3493.3
71,137,6936.7
71,47,5148.0
71,32,10121.4
71,19,10488.2
71,20,8864.1
71,22,8054.3
71,81,8405.9
71,63,6740.2
71,60,6773.8
71,113,2776.2
71,0,9066.7
71,67,6232.3
71,142,10543.0
71,61,9859.4
71,199,9913.3
72,96,10607.6
72,98,7340.2
72,103,6028.3
72,102,5497.6
72,70,4320.7
72,71,6688.4
72,72,0.0
72,73,4978.8
72,52,6611.7
72,69,3295.1
72,75,4984.6
72,76,9980.7
72,146,9192.6
72,118,5143.5
72,117,8665.3
72,115,8348.7
72,122,5520.1
72,83,6863.7
72,9,9549.6
72,104,9722.9
72,205,7219.7
72,140,9938.2
72,43,9908.1
72,36,6888.7
72,145,9915.1
72,149,9155.4
72,176,5288.9
72,156,4946.3
72,99,7070.4
72,31,5219.3
72,68,6686.5
72,158,8346.1
72,190,4484.0
72,131,8900.6
72,77,10132.4
72,10,4308.0
72,89,10514.9
72,40,5634.5
72,175,7923.7
72,164,4168.2
72,141,2344.2
72,137,5787.6
72,47,3998.9
72,32,9890.4
72,19,10257.1
72,20,8633.0
72,22,7823.2
72,82,9174.1
72,81,7256.8
72,63,5591.1
72,60,5624.7
72,113,1627.1
72,0,8981.9
72,67,6147.5
72,142,10458.1
72,61,9870.7
72,199,9883.0
73,127,10289.5
73,96,8905.5
73,94,11040.1
73,98,5638.2
73,103,4326.3
73,102,3795.5
73,70,2618.7
73,71,4986.3
73,72,3312.4
73,73,0.0
73,52,8705.7
73,69,5389.2
73,75,7078.6
73,118,3441.4
73,117,6963.2
73,116,9701.0
73,115,6646.6
73,122,6648.4
73,83,7806.4
73,205,5517.6
73,37,9404.1
73,140,8236.1
73,36,5186.6
73,145,8213.1
73,149,10067.5
73,176,5570.5
73,156,4205.3
73,99,7982.6
73,31,5227.8
73,119,10664.9
73,68,4984.4
73,158,10440.1
73,190,2864.8
73,57,9686.3
73,74,10299.3
73,10,3190.0
73,40,5076.9
73,175,6221.6
73,164,6262.3
73,141,4438.2
73,137,7881.6
73,47,6092.9
73,206,10013.8
73,32,8188.3
73,19,8555.1
73,20,6931.0
73,22,6121.2
73,39,9368.6
73,81,9350.9
73,63,7685.1
73,60,7718.7
73,113,3721.1
73,0,7279.8
73,67,4445.4
73,142,8756.1
73,13,10448.9
73,111,10462.6
73,61,8168.7
73,54,9618.5
73,199,8180.9
52,96,10533.0
52,98,7265.6
52,103,5953.8
52,102,5423.0
52,70,4246.1
52,71,6613.8
52,72,4874.3
52,73,1627.4
52,52,0.0
52,69,3417.7
52,75,5107.1
52,76,10103.2
