from,to,cost
62,46,6819.6
62,50,3633.6
62,62,0.0
62,115,8330.9
62,128,6302.2
62,141,6833.8
62,145,7642.4
62,182,9442.0
62,196,9248.9
62,233,10102.9
62,234,9458.2
62,235,7723.2
62,236,6979.3
62,237,3049.2
62,312,5933.1
63,2,7386.7
63,4,6908.2
63,8,6580.7
63,13,12760.8
63,19,7229.9
63,41,9862.4
63,43,7441.2
63,57,9413.7
63,63,0.0
63,72,9130.4
63,88,8753.6
63,90,11207.7
63,97,7723.1
63,102,8835.0
63,110,5701.9
63,111,8526.1
63,125,10189.2
63,130,6121.9
63,136,9314.8
63,137,10588.7
63,142,8156.8
63,148,5906.1
63,150,3433.3
63,151,7708.4
63,158,7685.4
63,160,9847.1
63,165,3915.8
63,166,4044.9
63,167,5298.4
63,168,6444.0
63,170,8911.4
63,171,8924.3
63,174,9559.1
63,177,8413.2
63,181,7732.0
63,190,5508.1
63,191,4657.9
63,202,9297.3
63,204,10101.0
63,206,10904.6
63,207,11710.7
63,209,13240.7
63,211,7622.4
63,213,8590.7
63,214,11828.0
63,226,8815.9
63,227,8864.1
63,229,8579.5
63,230,5219.6
63,243,8746.6
63,244,8733.6
63,254,6573.5
63,257,8269.9
63,265,6976.8
63,266,6609.1
63,267,6654.7
63,269,8882.6
63,270,9092.1
63,271,10139.7
63,272,10736.7
63,273,11720.7
63,310,9539.5
63,313,9980.3
63,321,7925.4
63,322,6877.7
63,323,7602.7
63,324,7253.2
64,14,1532.4
64,23,1684.9
64,30,651.1
64,45,3920.1
64,64,0.0
64,80,6839.3
64,84,10702.7
64,93,4260.6
64,109,10815.4
64,138,1461.6
64,146,7194.0
64,221,9722.1
64,248,9345.3
64,251,5239.6
65,3,2195.8
65,8,10159.1
65,12,9221.1
65,28,13.2
65,37,6000.7
65,42,1818.6
65,57,10501.8
65,59,1831.6
65,65,0.0
65,78,6015.3
65,87,2491.5
65,90,12295.8
65,95,9133.0
65,111,9614.2
65,116,3239.1
65,125,5433.8
65,136,4559.4
65,137,11676.8
65,142,10796.5
65,148,9830.2
65,152,323.7
65,161,337.2
65,162,1306.1
65,163,1293.0
65,167,9222.5
65,174,10647.1
65,177,9501.3
65,184,7856.8
65,185,7870.2
65,190,9086.5
65,191,8236.3
65,193,7466.2
65,211,8710.4
65,213,9678.7
65,214,12916.0
65,229,8053.7
65,242,968.2
65,243,3991.2
65,244,3978.2
65,256,954.3
65,257,10909.6
65,314,8977.3
65,315,10794.0
65,317,10781.1
65,324,9892.8
66,21,3056.1
66,29,15927.2
66,35,11836.3
66,52,4454.4
66,66,0.0
66,67,7587.2
66,69,6357.1
66,71,15299.1
66,94,8038.6
66,98,4984.6
66,104,2637.0
66,112,6930.1
66,129,12493.1
66,143,14267.3
66,238,9499.5
66,239,18985.4
67,29,8340.4
67,35,4249.5
67,67,0.0
67,71,7712.3
67,94,451.8
67,129,4906.2
67,143,6680.5
67,238,1912.6
67,239,11398.6
68,2,475.2
68,4,1712.6
68,8,5942.8
68,13,7565.2
68,16,8835.3
68,19,2034.3
68,40,10540.4
68,41,2950.8
68,43,6803.3
68,50,9074.9
68,58,9473.4
68,68,0.0
68,72,2218.9
68,88,8115.7
68,97,3207.4
68,99,7335.4
68,102,4319.4
68,131,6534.4
68,134,10034.0
68,136,9632.0
68,142,8217.8
68,148,8061.2
68,149,7238.8
68,150,9283.2
68,151,796.8
68,153,8690.8
68,154,8996.6
68,158,2489.7
68,160,5552.3
68,164,6158.8
68,165,9765.6
68,166,9894.7
68,167,7453.5
68,170,3081.6
68,171,3094.5
68,186,10201.9
68,190,4870.2
68,191,4020.0
68,192,9128.5
68,197,8242.9
68,198,8229.7
68,201,8720.7
68,202,4101.7
68,203,8245.8
68,204,4905.4
68,205,7447.5
68,206,5709.0
68,207,6515.1
68,209,8045.1
68,218,11201.2
68,226,1904.4
68,227,1952.6
68,229,8640.5
68,237,9594.1
68,243,9063.8
68,244,9050.8
68,254,3423.5
68,257,8330.9
68,265,9131.9
68,266,8764.2
68,267,8809.8
68,310,9600.5
68,313,5464.6
68,319,8275.5
68,324,7314.2
69,29,9572.0
69,35,5481.2
69,67,1232.0
69,69,0.0
69,71,8943.9
69,94,1683.5
69,112,573.0
69,129,6137.9
69,143,7912.2
69,238,3144.3
69,239,12630.3
70,70,0.0
70,172,4185.4
71,27,12629.4
71,29,628.1
71,71,0.0
71,129,2806.0
71,143,1031.8
71,156,14146.0
71,194,7298.0
71,239,3686.4
71,286,4647.1
71,288,10396.3
71,289,9681.1
71,290,4881.1
71,291,13032.2
71,292,9228.6
71,293,8023.5
71,294,6879.3
71,295,6702.4
71,296,5940.1
71,297,9889.9
71,298,4335.6
72,2,6681.4
72,4,4157.1
72,8,6796.5
72,13,10009.8
72,16,6617.0
72,19,4478.9
72,40,10668.6
72,41,732.6
72,43,7657.0
72,46,10131.9
72,50,6856.6
72,58,7255.2
72,70,11003.9
72,72,0.0
72,77,8842.0
72,88,8969.4
72,97,989.2
72,99,5117.1
72,102,2101.1
72,131,5840.4
72,136,9778.9
72,142,7234.2
72,148,9185.2
72,149,5020.5
72,151,7003.0
72,158,4934.3
72,160,3334.1
72,164,3940.5
72,167,8577.5
72,170,7190.7
72,171,7203.6
72,172,15189.3
72,186,10330.1
72,190,5723.9
72,191,4873.7
72,202,6546.3
72,204,7350.0
72,205,10447.4
72,206,8153.6
72,207,8959.7
72,209,10489.7
72,218,11329.4
72,226,8110.5
72,227,8158.7
72,229,7656.9
72,237,7375.9
72,243,9210.7
72,244,9197.7
72,254,5868.1
72,257,7347.3
72,266,9888.2
72,267,9933.7
72,310,8616.9
72,312,10259.7
72,313,3246.4
72,324,6330.6
73,4,8293.2
73,8,9088.0
73,10,9381.7
73,16,4572.9
73,19,8615.0
73,43,9948.4
73,46,8087.7
73,50,4812.4
73,58,5211.0
73,70,8959.8
73,73,0.0
73,77,7320.9
73,97,5575.6
73,99,3073.0
73,102,56.9
73,115,9599.0
73,128,8584.7
73,131,9300.2
73,141,9116.3
73,142,7847.4
73,145,9924.9
73,148,10046.5
73,149,2976.3
73,158,9070.4
73,160,7699.5
73,164,1896.3
73,167,9438.9
73,170,10296.5
73,171,10309.4
73,172,13145.1
73,190,8015.4
73,191,7165.1
73,229,8270.0
73,235,10005.7
73,236,9261.8
73,237,5331.7
73,254,9913.8
73,257,7960.4
73,310,9230.1
73,312,8215.5
73,313,1202.2
73,324,6943.7
74,5,5420.8
74,12,6002.1
74,21,8797.0
74,47,4315.8
74,52,10195.3
74,66,5747.7
74,74,0.0
74,83,284.9
74,95,5914.0
74,98,10725.4
74,104,8384.7
74,155,3893.5
74,159,3858.9
74,255,4396.4
75,15,13798.2
75,32,8048.9
75,75,0.0
75,85,10355.2
75,114,10985.1
75,144,12019.4
75,195,3690.2
75,299,515.8
75,300,1321.1
75,302,1756.1
75,303,2965.4
75,304,4278.1
75,305,1063.2
75,306,6343.3
75,307,5041.2
75,308,5826.2
76,9,5226.7
76,17,10054.5
76,26,8741.0
76,31,6672.4
76,40,10666.9
76,45,10047.7
76,49,11518.9
76,51,628.3
76,55,5532.7
76,61,1272.7
76,76,0.0
76,79,9403.0
76,80,9134.9
76,82,8482.4
76,84,3586.2
76,93,10388.2
76,103,483.3
76,109,3698.9
76,120,11741.8
76,121,6801.7
76,122,2126.4
76,131,9704.1
76,146,9489.6
76,186,10328.5
76,218,11327.7
76,219,4373.1
76,221,2605.6
76,223,1482.0
76,248,7587.3
76,249,741.1
76,251,11367.2
77,77,0.0
78,37,14.5
78,78,0.0
78,170,6065.7
78,171,6078.6
78,193,1451.5
78,314,2962.6
78,315,4779.3
78,316,5375.1
78,317,4766.4
78,318,5362.4
79,14,8187.3
79,17,652.9
79,23,4975.5
79,30,7306.0
79,45,10575.0
79,49,2117.3
79,64,6660.4
79,79,0.0
79,120,2340.2
79,134,10531.5
79,138,5198.8
79,201,9218.2
79,203,8743.2
79,205,7945.0
79,274,7753.7
79,275,8511.9
79,278,9445.7
79,279,9993.7
79,320,5869.0
80,15,17684.9
80,22,9182.8
80,32,11935.6
80,75,9958.5
80,80,0.0
80,85,14241.9
80,114,14871.9
80,133,12114.0
80,144,15906.2
80,146,354.8
80,195,7576.9
80,250,10705.4
80,287,8808.5
80,299,10472.6
80,300,5207.8
80,302,5642.9
80,303,6852.2
80,304,8164.8
80,305,4949.9
80,306,10230.0
80,307,8927.9
80,308,9712.9
80,309,9265.4
81,7,9219.5
81,29,14719.7
81,33,3805.8
81,34,10003.0
81,35,10628.8
81,50,10876.6
81,62,7243.7
81,71,14091.6
81,81,0.0
81,86,13413.1
81,94,6831.1
81,96,6875.5
81,101,8808.7
81,106,7407.5
81,108,4911.0
81,123,4252.6
81,127,5485.8
81,129,11285.6
81,143,13059.8
81,228,7086.9
81,237,10292.2
81,238,8292.0
81,239,17778.0
81,240,2343.8
82,2,4494.0
82,4,5731.4
82,8,9961.6
82,13,11584.0
82,18,5064.8
82,19,6053.1
82,24,8226.3
82,26,258.6
82,31,1810.0
82,41,6969.7
82,43,10822.1
82,56,3866.7
82,68,4019.7
82,72,6237.7
82,82,0.0
82,97,7226.2
82,99,11354.2
82,102,8338.2
82,121,1680.7
82,126,4161.5
82,131,10553.2
82,149,11257.6
82,151,4815.7
82,158,6508.5
82,160,9571.1
82,164,10177.6
82,170,7100.4
82,171,7113.3
82,175,8935.1
82,176,10059.7
82,190,8889.0
82,191,8038.8
82,202,8120.5
82,204,8924.2
82,206,9727.8
82,207,10533.9
82,209,12063.9
82,212,10866.4
82,215,6679.4
82,217,3254.8
82,226,5923.2
82,227,5971.4
82,254,7442.3
82,313,9483.4
83,5,5705.7
83,12,6287.1
83,21,9081.9
83,47,4600.7
83,52,10480.2
83,66,6032.6
83,74,284.9
83,83,0.0
83,95,6198.9
83,98,11010.4
83,104,8669.6
83,155,4178.5
83,159,4143.9
83,255,4681.4
84,2,9384.8
84,4,10622.2
84,9,1642.5
84,17,10545.0
84,18,9955.6
84,25,8740.1
84,26,5156.8
84,31,3088.2
84,40,7229.5
84,45,10538.2
84,49,12009.4
84,55,1948.5
84,56,8757.5
84,68,8910.6
84,79,9893.5
84,82,4898.2
84,84,0.0
84,107,8981.7
84,109,112.7
84,120,12232.3
84,121,3217.5
84,126,9052.3
84,131,6119.9
84,151,9706.5
84,186,6891.0
84,187,10623.2
84,188,11541.2
84,205,10713.4
84,217,8145.6
84,218,7890.3
84,219,788.8
84,220,9656.5
84,221,9853.7
84,222,10413.8
84,248,9476.9
85,7,13320.0
85,15,3443.0
85,32,2306.3
85,33,7906.3
85,35,14729.3
85,62,11344.1
85,81,4104.3
85,85,0.0
85,94,10931.6
85,96,10976.0
85,101,12909.1
85,106,11507.9
85,108,9011.4
85,114,629.9
85,123,8353.0
85,127,9586.3
85,144,1664.2
85,228,11187.4
85,238,12392.4
85,240,6444.2
86,10,10555.5
86,34,5202.0
86,46,9261.6
86,50,6075.5
86,62,2442.6
86,86,0.0
86,100,554.8
86,128,8744.1
86,141,9275.8
86,145,10084.4
86,228,2285.9
86,235,10165.1
86,236,9421.2
86,237,5491.1
86,312,8375.0
87,37,3511.6
87,78,3526.2
87,87,0.0
87,116,747.6
87,125,2944.6
87,136,2070.3
87,170,9591.2
87,171,9604.1
87,193,4977.1
87,243,1502.1
87,244,1489.1
87,314,6488.2
87,315,8304.8
87,316,8900.6
87,317,8292.0
87,318,8887.9
88,5,8542.7
88,8,10252.0
88,12,6032.6
88,37,6326.9
88,47,8581.0
88,50,8563.5
88,57,11220.4
88,66,8869.6
88,74,7999.7
88,78,6341.4
88,83,7714.8
88,88,0.0
88,90,13014.4
88,95,5944.4
88,97,10472.0
88,104,11506.6
88,111,10332.8
88,125,5759.9
88,136,4885.5
88,137,12395.4
88,142,9806.0
88,148,9923.1
88,155,8158.7
88,159,8124.1
88,167,9315.4
88,174,11365.7
88,177,10219.9
88,184,5582.1
88,185,5595.6
88,190,9179.4
88,191,8329.1
88,193,7792.3
88,211,9429.1
88,213,10397.4
88,214,13634.7
88,229,8146.5
88,237,8933.9
88,243,4317.3
88,244,4304.3
88,255,8661.6
88,257,9919.0
88,266,10626.1
88,267,10671.6
88,314,9303.4
88,315,11120.1
88,317,11107.2
88,324,8902.3
89,2,9082.9
89,4,8602.4
89,8,8185.7
89,19,8923.9
89,43,9046.1
89,89,0.0
89,97,9328.1
89,99,10188.3
89,110,2857.1
89,130,3277.1
89,142,7496.8
89,148,7128.4
89,149,10091.7
89,150,588.6
89,151,9404.5
89,158,9379.3
89,165,1071.0
89,166,1200.1
89,167,6520.7
89,168,3599.3
89,181,4887.2
89,190,7113.1
89,191,6262.8
89,229,9770.4
89,230,2374.8
89,243,9968.8
89,244,9955.8
89,254,8269.6
89,257,7609.9
89,265,8199.1
89,266,7831.4
89,267,7876.9
89,269,10104.9
89,270,10314.4
89,271,11361.9
89,272,11959.0
89,273,12942.9
89,310,8879.5
89,321,5080.6
89,322,4032.9
89,323,4757.9
89,324,6593.1
90,36,7401.9
90,40,10746.1
90,54,9625.0
90,57,1794.0
90,90,0.0
90,105,6256.3
90,111,2681.6
90,118,4932.7
90,124,5430.4
90,132,2622.3
90,137,619.0
90,174,1648.7
90,177,2794.5
90,186,10407.6
90,211,3585.3
90,213,2617.0
90,214,620.3
90,216,4048.6
90,218,11406.9
90,246,9447.8
90,253,3475.5
91,11,145.3
91,20,10129.0
91,48,4082.4
91,60,2145.7
91,91,0.0
91,113,1608.1
91,128,7723.5
91,141,8421.2
91,145,9229.8
91,147,5821.3
91,173,4349.8
91,182,11029.3
91,196,10836.2
91,233,11690.3
91,234,11045.5
91,235,9310.5
91,236,8566.6
91,252,3347.6
91,311,6792.4
92,92,0.0
93,9,8085.7
93,17,10260.0
93,22,9506.0
93,26,11600.0
93,31,9531.4
93,45,10253.3
93,49,11724.4
93,55,8391.7
93,75,10204.7
93,79,9608.5
93,80,2581.7
93,82,11341.4
93,84,6445.2
93,93,0.0
93,109,6557.9
93,120,11947.3
93,121,9660.7
93,133,10131.9
93,146,2936.5
93,195,10156.8
93,219,7232.1
93,221,5464.6
93,248,5087.8
93,250,8723.2
93,251,979.0
93,287,8220.0
93,299,10718.8
93,300,7787.7
93,302,8222.7
93,303,9432.1
93,304,10744.7
93,305,7529.8
93,307,11507.8
93,309,9511.6
94,29,7889.6
94,35,3798.8
94,71,7261.5
94,94,0.0
94,129,4455.5
94,143,6229.7
94,238,1461.9
94,239,10947.9
95,5,7579.9
95,12,8161.2
95,47,6474.8
95,66,7906.8
95,74,2161.0
95,83,1876.0
95,95,0.0
95,104,10543.7
95,155,6052.6
95,159,6018.0
95,255,6555.5
96,7,2353.6
96,47,11659.8
96,74,7345.9
96,83,7061.0
96,96,0.0
96,101,1933.1
96,106,532.0
96,108,1964.5
96,127,1389.7
96,155,11237.5
96,159,11203.0
96,255,11740.5
97,2,8586.6
97,4,6062.4
97,8,8666.0
97,10,10437.8
97,13,11915.0
97,16,5629.0
97,19,6384.1
97,40,10791.9
97,43,9526.4
97,46,9143.8
97,50,5868.6
97,58,6267.1
97,70,10015.9
97,72,10330.3
97,77,8188.0
97,97,0.0
97,99,4129.1
97,102,1113.0
97,128,9640.8
97,131,6754.1
97,141,10172.4
97,142,8455.0
97,145,10981.0
97,149,4032.4
97,151,8908.2
97,158,6839.6
97,160,5239.3
97,164,2952.4
97,167,10046.5
97,170,8679.3
97,171,8692.2
97,172,14201.2
97,186,10453.5
97,190,7593.4
97,191,6743.1
97,202,8451.5
97,204,9255.2
97,206,10058.8
97,207,10864.9
97,209,12394.9
97,218,11452.7
97,226,10015.8
97,227,10064.0
97,229,8877.6
97,235,11061.8
97,236,10317.9
97,237,6387.8
97,254,7773.3
97,257,8568.0
97,310,9837.7
97,312,9271.6
97,313,2258.3
97,324,7551.3
98,21,1928.4
98,29,10950.2
98,35,6859.3
98,52,530.2
98,67,2610.2
98,69,1380.1
98,71,10322.1
98,94,3061.6
98,98,0.0
98,112,1953.2
98,129,7516.1
98,143,9290.3
98,238,4522.5
98,239,14008.4
99,58,2140.5
99,70,5889.3
99,99,0.0
99,149,96.6
99,172,10074.6
100,10,10001.2
100,34,4647.7
100,46,8707.3
100,50,5521.2
100,62,1888.3
100,100,0.0
100,115,10218.6
100,128,8189.8
100,141,8721.5
100,145,9530.1
100,228,1731.6
100,235,9610.8
100,236,8866.9
100,237,4936.8
100,312,7820.7
101,7,420.5
101,47,9726.7
101,74,5412.8
101,83,5127.9
101,96,1933.1
101,101,0.0
101,106,1401.2
101,108,3897.7
101,127,3322.8
101,155,9304.4
101,159,9269.8
101,255,9807.3
102,4,8237.6
102,8,9032.3
102,10,9326.0
102,13,14090.2
102,16,4517.2
102,19,8559.3
102,43,9892.7
102,46,8032.1
102,50,4756.8
102,58,5155.4
102,70,8904.1
102,77,7265.2
102,97,5519.9
102,99,3017.3
102,102,0.0
102,115,9543.4
102,128,8529.0
102,131,9244.5
102,141,9060.6
102,142,7791.7
102,145,9869.2
102,148,9990.9
102,149,2920.7
102,158,9014.8
102,160,7643.8
102,164,1840.7
102,167,9383.2
102,170,10240.8
102,171,10253.7
102,172,13089.5
102,190,7959.7
102,191,7109.4
102,202,10626.7
102,204,11430.4
102,206,12234.0
102,207,13040.1
102,209,14570.1
102,229,8214.4
102,235,9950.0
102,236,9206.1
102,237,5276.0
102,243,10219.6
102,244,10206.6
102,254,9858.1
102,257,7904.8
102,310,9174.4
102,312,8159.9
102,313,1146.5
102,324,6888.1
103,9,4743.4
103,17,9571.2
103,26,8257.7
103,31,6189.1
103,40,10183.7
103,45,9564.5
103,49,11035.6
103,51,145.0
103,55,5049.4
103,61,1755.9
103,76,483.3
103,79,8919.7
103,80,8651.6
103,82,7999.1
103,84,3102.9
103,93,9904.9
103,103,0.0
103,109,3215.6
103,120,11258.5
103,121,6318.4
103,122,1643.2
103,131,9220.8
103,146,9006.4
103,186,9845.2
103,218,10844.4
103,219,3889.8
103,221,2122.3
103,223,998.8
103,248,7104.1
103,249,1224.3
103,251,10883.9
104,21,419.2
104,29,13290.2
104,35,9199.4
104,52,1817.4
104,66,2637.0
104,67,4950.2
104,69,3720.2
104,71,12662.1
104,94,5401.7
104,98,2347.6
104,104,0.0
104,112,4293.2
104,129,9856.1
104,143,11630.4
104,238,6862.5
104,239,16348.5
105,9,8851.5
105,25,6003.0
105,26,12365.8
105,31,10297.2
105,36,1148.2
105,40,4492.4
105,54,3371.3
105,55,9157.5
105,82,12107.2
105,105,0.0
105,107,6244.6
105,121,10426.5
105,124,825.9
105,186,4154.0
105,187,7886.1
105,188,8804.1
105,218,5153.2
105,219,7997.9
105,220,6919.5
105,222,7676.8
105,246,3194.1
105,247,10264.2
105,248,10331.5
106,7,1821.6
106,47,11127.8
106,74,6814.0
106,83,6529.0
106,96,532.0
106,101,1401.2
106,106,0.0
106,108,2496.5
106,127,1921.7
106,155,10705.6
106,159,10671.0
106,255,11208.5
107,9,8678.2
107,22,9714.7
107,25,241.6
107,26,12192.5
107,31,10123.9
107,55,8984.2
107,80,7430.3
107,82,11933.9
107,84,7037.7
107,107,0.0
107,109,7150.3
107,121,10253.2
107,133,10340.6
107,146,7785.1
107,156,7588.5
107,157,6200.4
107,183,6816.6
107,187,1643.0
107,188,2561.0
107,189,4886.2
107,219,7824.5
107,220,676.4
107,221,6057.1
107,222,1433.7
107,224,5340.0
107,247,4021.1
107,248,5680.3
107,250,8931.9
107,287,8428.7
107,309,9720.3
108,7,4318.1
108,47,13624.4
108,74,9310.5
108,83,9025.5
108,96,1964.5
108,101,3897.7
108,106,2496.5
108,108,0.0
108,127,574.8
108,155,13202.1
108,159,13167.5
108,255,13705.0
109,2,9272.2
109,4,10509.5
109,9,1529.8
109,17,10432.3
109,18,9842.9
109,25,8627.4
109,26,5044.1
109,31,2975.5
109,40,7116.8
109,45,10425.5
109,49,11896.7
109,55,1835.8
109,56,8644.8
109,68,8797.9
109,79,9780.8
109,82,4785.5
109,84,112.7
109,107,8869.0
109,109,0.0
109,120,12119.6
109,121,3104.8
109,126,8939.6
109,131,6007.2
109,151,9593.8
109,186,6778.4
109,187,10510.5
109,188,11428.5
109,205,10600.8
109,217,8032.9
109,218,7777.6
109,219,676.2
109,220,9543.9
109,221,9741.0
109,222,10301.2
109,248,9364.2
110,16,8700.8
110,50,8940.4
110,58,9470.2
110,97,10595.1
110,99,7332.2
110,110,0.0
110,130,420.0
110,142,4640.6
110,149,7235.5
110,168,743.1
110,181,2031.1
110,237,9459.6
110,257,4753.7
110,310,6023.4
110,321,2224.5
110,322,1176.7
110,323,1901.8
110,324,3737.0
111,36,10083.5
111,40,13427.7
111,54,12306.6
111,57,887.6
111,90,2681.6
111,105,8937.9
111,111,0.0
111,118,7614.3
111,124,8112.0
111,132,5303.9
111,137,2062.6
111,174,1032.9
111,177,112.9
111,186,13089.2
111,211,903.7
111,213,64.6
111,214,3301.9
111,216,6730.2
111,218,14088.5
111,246,12129.4
111,253,6157.1
112,29,8999.0
112,35,4908.2
112,67,659.0
112,69,573.0
112,71,8370.9
112,94,1110.5
112,112,0.0
112,129,5564.9
112,143,7339.2
112,238,2571.3
112,239,12057.3
113,11,1753.3
113,20,11737.0
113,48,5690.5
113,60,3753.8
113,91,1608.1
113,113,0.0
113,128,9331.6
113,141,10029.2
113,145,10837.8
113,147,7429.3
113,173,2741.7
113,182,12637.4
113,196,12444.2
113,233,13298.3
113,234,12653.5
113,235,10918.6
113,236,10174.7
113,252,1739.5
113,311,8400.4
114,7,12690.0
114,15,2813.1
114,32,2936.2
114,33,7276.3
114,35,14099.4
114,62,10714.2
114,81,3474.4
114,85,629.9
114,94,10301.7
114,96,10346.0
114,101,12279.2
114,106,10878.0
114,108,8381.5
114,114,0.0
114,123,7723.1
114,127,8956.3
114,144,1034.3
114,228,10557.4
114,238,11762.5
114,240,5814.3
115,115,0.0
116,37,2764.0
116,78,2778.5
116,87,747.6
116,116,0.0
116,125,2197.0
116,136,1322.7
116,170,8843.6
116,171,8856.5
116,193,4229.5
116,243,754.4
116,244,741.4
116,314,5740.6
116,315,7557.2
116,316,8153.0
116,317,7544.4
116,318,8140.3
117,5,2320.1
117,12,2901.4
117,21,5696.3
117,47,1215.1
117,52,7094.6
117,66,2647.0
117,69,8997.3
117,74,4868.5
117,83,4583.6
117,95,2813.3
117,98,7624.8
117,104,5284.0
117,112,9570.3
117,117,0.0
117,125,10068.5
117,136,9194.2
117,155,726.0
117,159,691.4
117,184,9939.5
117,185,9952.9
117,243,8625.9
117,244,8612.9
117,255,1295.7
118,9,10174.9
118,25,7326.4
118,36,2471.6
118,40,5815.9
118,54,4694.7
118,55,10480.9
118,105,1326.1
118,107,7568.1
118,118,0.0
118,124,500.2
118,186,5477.4
118,187,9209.6
118,188,10127.6
118,216,884.0
118,218,6476.6
118,219,9321.3
118,220,8242.9
118,222,9000.2
118,246,4517.6
119,9,10716.9
119,15,15450.6
119,22,6480.1
119,32,9701.3
119,55,11022.9
119,75,1654.0
119,80,9947.2
119,84,9276.7
119,85,12007.6
119,109,9389.3
119,114,12637.5
119,119,0.0
119,133,8975.8
119,144,13671.8
119,146,10302.0
119,195,5342.5
119,219,9863.3
119,221,8296.1
119,248,7919.3
119,250,7567.1
119,287,8190.6
119,299,2168.1
119,300,2973.4
119,302,3408.5
119,303,4617.8
119,304,5930.5
119,305,2715.6
119,306,7995.7
119,307,6693.5
119,308,7478.5
119,309,961.0
120,2,9398.7
120,14,5852.4
120,17,1687.3
120,23,2640.5
120,30,4971.1
120,40,10406.6
120,45,8240.1
120,49,222.9
120,64,4325.4
120,79,9573.7
120,93,8580.6
120,120,0.0
120,131,9006.0
120,134,8196.5
120,138,2863.8
120,151,9720.3
120,186,10068.2
120,201,6883.2
120,203,6408.3
120,205,5610.0
120,218,11067.4
120,251,9559.5
120,254,8585.4
120,274,5418.7
120,275,6176.9
120,276,9617.3
120,277,10859.6
120,278,7110.8
120,279,7658.8
120,281,8763.6
120,320,3534.0
121,2,6174.7
121,4,7412.1
121,8,11642.3
121,13,13264.7
121,18,6745.5
121,19,7733.8
121,24,9907.0
121,26,1939.3
121,31,129.3
121,41,8650.4
121,43,12502.8
121,56,5547.4
121,68,5700.4
121,72,7918.4
121,82,1680.7
121,97,8906.9
121,99,13034.9
121,102,10018.9
121,121,0.0
121,126,5842.2
121,131,12233.9
121,149,12938.3
121,151,6496.3
121,158,8189.2
121,160,11251.8
121,164,11858.3
121,170,8781.1
121,171,8794.0
121,175,10615.7
121,176,11740.4
121,190,10569.7
121,191,9719.5
121,202,9801.2
121,204,10604.9
121,206,11408.5
121,207,12214.6
121,209,13744.6
121,212,12547.1
121,215,8360.1
121,217,4935.4
121,226,7603.9
121,227,7652.1
121,254,9123.0
121,313,11164.1
122,9,3104.3
122,17,7932.1
122,18,11417.5
122,25,10055.2
122,26,6618.6
122,31,4550.0
122,40,8544.6
122,45,7925.4
122,49,9396.5
122,51,1498.1
122,55,3410.3
122,56,10219.4
122,68,10372.4
122,79,7280.6
122,80,7012.5
122,82,6360.0
122,84,1463.8
122,93,8265.8
122,107,10296.8
122,109,1576.5
122,120,9619.4
122,121,4679.3
122,122,0.0
122,126,10514.2
122,131,7581.7
122,133,11556.1
122,146,7367.3
122,186,8206.1
122,217,9607.4
122,218,9205.4
122,219,2250.7
122,221,483.2
122,223,644.4
122,248,5465.0
122,250,10147.4
122,251,9244.8
122,287,9473.1
123,7,4967.3
123,46,10327.4
123,50,7141.3
123,74,9959.7
123,83,9674.7
123,86,9160.9
123,95,10203.4
123,96,2623.3
123,100,9709.2
123,101,4556.5
123,106,3155.3
123,108,658.8
123,123,0.0
123,127,1233.6
123,228,11440.3
123,237,7511.7
123,238,9390.8
123,312,10395.6
124,9,9677.4
124,25,6828.9
124,26,13191.7
124,31,11123.1
124,36,1974.1
124,40,5318.3
124,54,4197.2
124,55,9983.4
124,82,12933.1
124,105,825.9
124,107,7070.5
124,121,11252.4
124,124,0.0
124,186,4979.8
124,187,8712.0
124,188,9630.0
124,218,5979.1
124,219,8823.7
124,220,7745.3
124,222,8502.6
124,246,4020.0
124,247,11090.1
124,248,11157.4
125,37,569.1
125,78,583.6
125,125,0.0
125,170,6648.7
125,171,6661.6
125,193,2034.6
125,314,3545.7
125,315,5362.3
125,316,5958.1
125,317,5349.5
125,318,5945.4
126,18,903.3
126,24,4070.8
126,56,294.8
126,57,12134.7
126,90,13928.7
126,111,11247.1
126,126,0.0
126,137,13309.7
126,174,12280.0
126,175,4779.6
126,176,5904.3
126,177,11134.2
126,211,10343.3
126,212,6710.9
126,213,11311.6
126,214,14548.9
126,215,2523.9
127,7,3743.3
127,47,13049.5
127,74,8735.7
127,83,8450.7
127,96,1389.7
127,101,3322.8
127,106,1921.7
127,108,574.8
127,127,0.0
127,155,12627.3
127,159,12592.7
127,255,13130.2
128,2,8116.8
128,4,5592.6
128,8,8289.8
128,13,11445.2
128,16,9211.9
128,19,5914.3
128,20,2406.1
128,43,9150.2
128,50,9451.5
128,58,10815.5
128,72,9860.5
128,97,4549.5
128,99,8677.5
128,102,5661.4
128,128,0.0
128,131,8678.3
128,142,8727.5
128,149,8580.8
128,151,8438.4
128,158,6369.8
128,160,4769.5
128,164,7500.8
128,167,10070.8
128,170,8626.2
128,171,8639.1
128,190,7217.2
128,191,6366.9
128,202,7981.8
128,204,8785.5
128,206,9589.0
128,207,10395.1
128,209,11925.2
128,226,9546.0
128,227,9594.2
128,229,9150.1
128,237,9970.7
128,254,7303.6
128,257,8840.5
128,310,10110.2
128,313,6806.7
128,324,7823.8
129,27,15435.4
129,29,3434.1
129,71,2806.0
129,129,0.0
129,143,1774.3
129,156,16952.0
129,194,10104.0
129,239,6492.4
129,286,7453.1
129,288,13202.3
129,289,12487.1
